,AGE,ATTRITION,BUSINESS_TRAVEL,DISTANCE_FROM_HOME,EDUCATION,EDUCATION_FIELD,ENVIRONMENT_SATISFACTION,GENDER,JOB_INVOLVEMENT,JOB_LEVEL,JOB_ROLE,JOB_SATISFACTION,MARITAL_STATUS,MONTHLY_INCOME,MONTHLY_RATE,NUM_COMPANIES_WORKED,OVER_TIME,PERCENT_SALARY_HIKE,PERFORMANCE_RATING,RELATIONSHIP_SATISFACTION,STOCK_OPTION_LEVEL,TOTAL_WORKING_YEARS,TRAINING_TIMES_LAST_YEAR,WORK_LIFE_BALANCE,YEARS_AT_COMPANY,YEARS_SINCE_LAST_PROMOTION,YEARS_WITH_CURR_MANAGER,DATE_BIRTH,REMOTE_WORK
778,37,No,travel_rarely,7,4,medical,4,0,3,2,research_scientist,1,,4284.0,13588,5,,22,4.0,3,1,16.0,2,3.0,5,0,4,1986,yes
779,27,No,,2,4,technical_degree,2,0,3,1,research_scientist,2,,2226.0,6073,1,No,11,,3,1,6.0,3,2.0,5,1,2,1996,no
780,35,No,travel_rarely,18,4,,2,0,3,2,sales_executive,1,,5561.0,15975,0,,16,3.0,4,1,,2,1.0,5,0,4,1988,yes
781,28,No,non-travel,16,3,medical,3,0,3,1,research_scientist,3,single,2144.0,2122,1,No,14,3.0,3,0,5.0,3,2.0,5,1,4,1995,yes
782,29,No,,1,3,life_sciences,1,0,3,2,healthcare_representative,1,married,5373.0,6225,0,No,12,3.0,1,1,6.0,5,2.0,5,0,2,1994,no
783,54,No,,9,2,,1,1,3,2,research_scientist,3,married,2897.0,22474,3,No,11,3.0,3,2,9.0,6,2.0,4,2,3,1969,no
784,24,No,travel_rarely,41,2,life_sciences,41,0,2,2,healthcare_representative,3,single,5304.0,14120,1,No,12,3.0,2,0,4.0,2,2.0,4,1,2,1999,yes
785,38,No,travel_frequently,6,4,,1,0,2,2,manufacturing_director,3,married,5321.0,14284,2,No,11,3.0,4,1,10.0,1,3.0,8,7,7,1985,no
786,42,No,,18,4,,4,0,3,2,research_scientist,1,,5410.0,11189,6,,17,3.0,3,1,9.0,3,2.0,4,1,2,1981,yes
787,41,No,,1,3,life_sciences,4,0,3,1,research_scientist,4,,2782.0,21412,3,No,22,,1,1,,3,3.0,5,1,0,1982,yes
788,25,No,travel_rarely,8,2,,1,1,3,2,sales_executive,3,,5304.0,13684,0,Yes,22,4.0,2,1,6.0,3,2.0,5,0,4,1998,yes
789,44,No,,1,3,medical,2,0,3,1,research_scientist,4,single,2683.0,13422,6,Yes,12,3.0,3,0,6.0,2,3.0,4,1,2,1979,yes
790,50,Yes,,1,4,,2,0,3,2,sales_executive,3,,5304.0,14255,7,No,12,3.0,4,2,12.0,3,,6,0,1,1973,yes
791,36,No,,11,4,marketing,2,1,2,2,sales_executive,4,married,5304.0,14369,4,No,13,3.0,1,1,8.0,2,2.0,6,0,0,1987,no
792,45,No,,20,3,,4,1,3,2,sales_executive,3,,4850.0,23333,8,No,15,3.0,3,0,,3,3.0,5,0,1,1978,yes
793,40,No,,2,4,,3,1,3,1,research_scientist,3,married,2001.0,12549,2,,14,3.0,2,3,20.0,2,3.0,5,0,2,1983,yes
794,35,No,travel_rarely,1,4,,3,1,1,1,research_scientist,4,married,2683.0,8952,1,No,12,3.0,4,1,4.0,5,3.0,4,1,1,1988,yes
795,29,No,travel_rarely,13,2,other,4,0,2,2,laboratory_technician,2,,5304.0,23679,4,,13,3.0,1,1,10.0,2,3.0,4,0,3,1994,no
796,34,No,,8,3,,2,0,4,2,laboratory_technician,3,,4404.0,10228,2,No,12,3.0,1,0,,3,4.0,4,1,2,1989,yes
797,27,No,travel_rarely,2,1,,1,0,3,1,laboratory_technician,2,married,2683.0,16632,9,No,12,3.0,4,1,6.0,3,3.0,2,2,2,1996,no
798,31,No,,26,1,,1,0,3,1,research_scientist,3,divorced,2683.0,15170,1,,17,3.0,4,1,5.0,1,2.0,5,4,3,1992,yes
799,34,No,travel_rarely,38,2,,2,0,3,1,laboratory_technician,4,divorced,2683.0,8758,0,,11,3.0,3,1,3.0,2,3.0,2,1,2,1989,yes
800,28,Yes,travel_rarely,24,3,life_sciences,3,0,2,1,laboratory_technician,3,single,2683.0,12947,5,Yes,14,3.0,2,0,6.0,4,3.0,4,0,3,1995,yes
801,32,No,travel_rarely,5,2,,1,0,4,1,research_scientist,2,divorced,2683.0,15053,0,Yes,12,3.0,4,2,7.0,5,2.0,6,0,5,1991,yes
802,38,No,,2,3,life_sciences,4,0,3,1,research_scientist,4,single,3944.0,4306,5,Yes,11,3.0,3,0,6.0,3,3.0,3,1,2,1985,yes
803,24,No,,11,2,,1,1,4,2,manufacturing_director,3,,5304.0,8232,0,No,18,3.0,4,1,5.0,5,2.0,4,1,3,1999,yes
804,34,Yes,,6,1,,2,0,3,1,research_scientist,1,single,2960.0,17102,2,No,11,3.0,3,0,,2,3.0,4,1,3,1989,yes
805,32,Yes,travel_frequently,16,1,,2,1,1,1,research_scientist,1,,2683.0,4681,1,,22,,2,0,,5,3.0,10,6,7,1991,no
806,46,No,travel_rarely,2,4,marketing,2,1,3,5,manager,1,single,18947.0,22822,3,,12,3.0,4,0,22.0,2,2.0,2,2,1,1977,no
807,44,No,,10,4,other,4,0,3,2,healthcare_representative,4,married,6465.0,19121,2,,13,3.0,4,0,,5,4.0,4,1,3,1979,no
808,50,Yes,travel_rarely,3,2,,1,0,2,1,sales_representative,3,married,2683.0,3810,1,,14,3.0,3,0,3.0,2,3.0,3,0,2,1973,yes
809,35,No,,2,3,marketing,4,1,3,1,sales_representative,4,married,2014.0,9687,1,No,13,3.0,1,0,2.0,3,3.0,2,2,2,1988,yes
810,28,Yes,,5,4,,3,0,3,1,laboratory_technician,3,single,3441.0,11179,1,Yes,13,,3,0,2.0,3,2.0,2,2,2,1995,yes
811,26,No,,22,3,,22,1,2,2,sales_executive,4,married,5304.0,21436,7,Yes,19,3.0,3,1,5.0,2,2.0,2,0,0,1997,no
812,35,No,travel_rarely,31,4,,3,1,3,1,laboratory_technician,1,,2683.0,16002,3,Yes,15,,3,1,4.0,3,3.0,2,2,2,1988,no
813,35,No,,31,3,medical,2,0,3,1,research_scientist,1,married,2683.0,5868,4,No,13,3.0,4,1,5.0,2,2.0,3,1,2,1988,yes
814,37,No,travel_rarely,20,4,medical,1,0,3,3,research_director,3,,13664.0,25258,4,,13,,1,0,,3,4.0,5,0,2,1986,yes
815,46,No,travel_rarely,38,2,medical,38,0,3,2,human_resources,2,divorced,5021.0,10425,8,Yes,22,4.0,4,1,,2,3.0,4,0,2,1977,yes
816,34,No,travel_rarely,1,2,medical,1,0,3,2,manufacturing_director,2,married,5304.0,17736,1,No,15,3.0,3,0,,2,3.0,5,1,3,1989,yes
817,51,No,travel_rarely,9,4,,4,0,3,1,laboratory_technician,4,,2683.0,18725,3,,23,4.0,2,2,10.0,4,3.0,4,0,3,1972,yes
818,24,No,travel_rarely,3,2,other,1,1,3,2,sales_executive,3,married,5304.0,17519,0,No,21,4.0,1,1,4.0,2,2.0,3,0,2,1999,yes
819,44,No,,23,3,,2,0,3,2,laboratory_technician,2,married,5304.0,25043,4,,12,3.0,3,1,,3,4.0,3,1,2,1979,yes
820,37,Yes,travel_rarely,6,4,human_resources,3,0,3,1,human_resources,1,divorced,2683.0,23648,4,,22,4.0,4,0,,3,3.0,3,0,2,1986,yes
821,59,No,non-travel,2,4,human_resources,3,1,2,5,manager,4,,18844.0,21922,9,No,21,4.0,4,1,,3,3.0,3,2,2,1964,no
822,25,No,,7,1,,4,0,2,1,research_scientist,4,married,2683.0,26897,1,No,11,3.0,3,2,,2,,2,2,1,1998,yes
823,43,No,,26,3,medical,2,1,4,1,research_scientist,3,single,4739.0,16090,4,,12,3.0,4,0,,2,3.0,3,1,2,1980,yes
824,50,No,travel_frequently,12,3,,3,1,3,3,sales_executive,4,single,10007.0,6645,4,No,11,3.0,4,0,16.0,3,,2,2,1,1973,no
825,31,Yes,travel_rarely,20,3,,2,1,1,2,sales_executive,3,,5304.0,24788,3,Yes,11,3.0,3,1,4.0,2,3.0,2,2,2,1992,yes
826,36,No,,6,2,medical,2,0,3,2,manufacturing_director,2,divorced,5304.0,2819,6,No,20,4.0,4,2,7.0,0,3.0,3,0,1,1987,no
827,51,Yes,travel_frequently,16,4,,1,0,1,3,manufacturing_director,4,,10650.0,25150,2,,15,3.0,4,0,18.0,2,3.0,4,0,3,1972,no
828,25,No,,28,3,life_sciences,1,0,2,2,sales_executive,3,,5304.0,24835,2,,18,3.0,4,0,,3,3.0,2,2,2,1998,no
829,38,No,travel_rarely,3,5,technical_degree,4,1,3,2,research_scientist,3,,4317.0,2302,3,Yes,20,4.0,2,0,19.0,2,,3,2,2,1985,no
830,30,No,travel_rarely,5,3,technical_degree,4,1,3,1,research_scientist,1,divorced,2683.0,10415,5,No,14,,4,1,8.0,3,3.0,3,2,2,1993,yes
831,22,No,,36,1,medical,36,0,3,1,research_scientist,4,married,2683.0,11992,1,No,24,4.0,1,2,2.0,6,3.0,2,2,2,2001,yes
832,27,No,non-travel,9,3,medical,4,0,3,1,research_scientist,2,,2024.0,5970,6,,18,3.0,4,1,,1,1.0,2,2,2,1996,yes
833,28,No,,21,3,medical,3,0,3,1,research_scientist,4,married,2683.0,6672,1,No,11,3.0,3,1,5.0,2,1.0,5,0,2,1995,yes
834,27,No,,17,3,,3,0,3,1,research_scientist,2,,3058.0,13364,0,,16,3.0,4,1,6.0,3,2.0,5,1,1,1996,yes
835,56,No,travel_rarely,8,3,life_sciences,3,1,3,1,research_scientist,1,divorced,2683.0,13939,4,,18,3.0,3,1,,3,,2,2,2,1967,yes
836,38,No,travel_rarely,9,2,,3,1,3,1,laboratory_technician,4,single,2683.0,6319,1,,12,,3,0,,3,,2,2,1,1985,yes
837,31,No,travel_rarely,12,1,medical,3,1,3,1,research_scientist,4,,3929.0,6984,8,,23,4.0,3,1,7.0,0,3.0,4,0,2,1992,yes
838,34,No,travel_rarely,27,2,medical,4,1,3,1,research_scientist,2,,2683.0,5711,2,No,15,3.0,4,0,9.0,3,3.0,3,1,2,1989,yes
839,50,No,,1,3,,3,0,2,1,laboratory_technician,3,,2683.0,3425,2,,15,3.0,4,1,,2,2.0,3,0,2,1973,no
840,53,No,,13,2,,4,1,4,2,manufacturing_director,1,divorced,5304.0,26250,1,No,11,3.0,3,2,5.0,3,3.0,4,1,3,1970,no
841,35,No,travel_frequently,24,3,medical,2,1,3,2,laboratory_technician,2,single,4425.0,15986,5,,11,3.0,4,0,,5,3.0,6,1,2,1988,yes
842,27,No,travel_frequently,1,1,,3,0,2,2,manufacturing_director,1,married,5304.0,9679,5,,19,3.0,3,1,,1,3.0,2,2,0,1996,no
843,40,No,,38,2,,3,0,3,2,laboratory_technician,4,married,5304.0,16523,8,,15,3.0,3,1,,2,4.0,7,3,7,1983,yes
844,22,No,,22,3,life_sciences,22,0,4,1,research_scientist,2,,2328.0,12392,1,,16,3.0,1,1,4.0,2,2.0,4,2,2,2001,no
845,40,No,,10,5,life_sciences,4,0,2,2,healthcare_representative,4,,5304.0,14242,9,No,14,3.0,4,1,5.0,5,1.0,3,0,2,1983,yes
846,46,No,,1,4,,4,0,3,3,healthcare_representative,1,,10007.0,12368,7,No,16,3.0,3,1,17.0,3,3.0,4,0,3,1977,yes
847,30,Yes,,3,3,technical_degree,4,1,3,1,research_scientist,1,,2657.0,8556,5,Yes,11,3.0,3,0,8.0,5,3.0,5,0,4,1993,yes
848,29,Yes,,1,3,,3,0,3,1,research_scientist,3,single,2683.0,19757,0,,14,3.0,4,0,,1,2.0,6,1,5,1994,no
849,54,No,,3,3,,4,1,3,2,sales_executive,1,married,5940.0,17011,2,,14,3.0,4,1,16.0,4,3.0,6,0,5,1969,no
850,33,No,travel_rarely,4,4,,3,1,2,1,research_scientist,2,married,2622.0,13248,6,,21,4.0,4,0,,3,3.0,3,1,1,1990,yes
851,52,No,travel_rarely,2,3,,3,1,2,1,laboratory_technician,4,single,3212.0,3300,7,,15,3.0,2,0,,3,2.0,2,2,2,1971,yes
852,59,No,travel_rarely,6,2,medical,2,0,3,1,human_resources,3,married,2683.0,25657,8,,17,3.0,4,0,,2,2.0,2,2,2,1964,no
853,32,Yes,,1,3,,4,0,2,1,laboratory_technician,3,single,2683.0,9571,0,,14,3.0,4,0,4.0,2,1.0,3,1,2,1991,yes
854,39,No,,24,4,medical,24,1,3,1,laboratory_technician,3,divorced,2683.0,15417,7,No,14,3.0,3,3,7.0,1,3.0,3,1,2,1984,no
855,32,No,non-travel,26,4,marketing,3,0,3,2,sales_executive,4,,5304.0,12069,0,No,18,3.0,1,0,4.0,2,3.0,3,2,2,1991,yes
856,31,No,,3,4,medical,2,0,3,3,research_director,3,divorced,10007.0,13523,9,No,12,3.0,1,1,,3,3.0,2,2,2,1992,yes
857,33,No,travel_rarely,5,4,life_sciences,3,1,2,1,research_scientist,4,married,2911.0,14776,1,,13,3.0,3,1,2.0,2,2.0,2,0,2,1990,yes
858,45,No,,23,4,life_sciences,1,0,4,2,manufacturing_director,3,,5304.0,5118,4,,17,3.0,4,1,9.0,1,3.0,3,0,2,1978,yes
859,42,No,,17,2,,4,1,4,2,research_scientist,1,single,5304.0,23016,3,Yes,13,3.0,3,0,,1,3.0,3,0,2,1981,yes
860,29,No,,19,2,marketing,4,0,3,2,sales_executive,4,divorced,6931.0,10732,2,No,14,3.0,4,1,,2,3.0,3,0,2,1994,no
861,25,No,travel_rarely,1,3,,1,1,3,2,manufacturing_director,3,married,5304.0,7505,0,No,12,3.0,4,2,5.0,3,3.0,4,1,2,1998,no
862,32,No,,2,1,,4,0,2,2,laboratory_technician,1,,2176.0,19737,4,No,13,3.0,4,0,9.0,5,3.0,6,0,4,1991,no
863,28,No,travel_rarely,9,3,,4,0,3,1,research_scientist,4,married,2683.0,2613,1,No,23,4.0,4,1,,3,,5,0,4,1995,yes
864,21,No,travel_rarely,3,2,,4,0,2,1,research_scientist,3,single,3230.0,10531,1,No,17,3.0,1,0,,4,4.0,3,1,0,2002,no
865,37,No,non-travel,1,4,medical,1,1,3,3,research_director,4,divorced,10007.0,11677,2,Yes,18,3.0,1,2,,2,3.0,5,0,2,1986,no
866,38,No,travel_rarely,23,4,life_sciences,4,0,3,2,healthcare_representative,4,,5304.0,18899,9,,14,3.0,2,1,,2,3.0,2,1,2,1985,no
867,26,Yes,travel_rarely,16,4,medical,1,0,3,1,laboratory_technician,2,divorced,2683.0,14180,2,Yes,13,3.0,4,1,,2,3.0,3,0,2,1997,no
868,49,No,,10,4,life_sciences,3,1,3,5,research_director,1,single,18665.0,25594,9,Yes,11,3.0,4,0,,4,3.0,3,1,2,1974,yes
869,31,No,travel_frequently,5,3,,4,1,3,1,sales_representative,2,divorced,2789.0,3909,1,,11,3.0,3,1,2.0,5,2.0,2,2,2,1992,yes
870,37,No,travel_frequently,9,3,medical,2,0,3,1,research_scientist,4,married,2683.0,11411,1,,12,3.0,3,3,,3,2.0,4,1,2,1986,no
871,31,No,travel_rarely,11,4,,11,0,3,1,research_scientist,4,married,2683.0,10077,0,,12,3.0,3,1,,4,3.0,5,0,3,1992,yes
872,31,No,travel_rarely,2,3,human_resources,1,0,2,2,human_resources,1,,6410.0,17822,3,No,12,3.0,4,0,,1,3.0,2,1,0,1992,no
873,31,No,,2,4,,3,0,3,1,research_scientist,4,,2683.0,7747,0,,18,3.0,2,1,3.0,2,1.0,2,2,2,1992,yes
874,52,Yes,,17,4,medical,17,0,2,2,research_scientist,2,,4941.0,17747,2,No,15,,1,0,11.0,3,2.0,8,7,7,1971,no
875,28,Yes,,2,4,medical,1,0,1,1,research_scientist,4,married,2683.0,24737,5,Yes,13,3.0,4,0,,4,2.0,3,2,2,1995,yes
876,47,No,travel_rarely,5,5,,4,0,3,5,research_director,3,married,19132.0,16375,4,,11,3.0,2,1,21.0,2,3.0,3,1,1,1976,no
877,29,No,,9,5,other,2,0,2,1,laboratory_technician,4,,3983.0,7621,0,No,17,3.0,3,0,4.0,2,,3,2,2,1994,yes
878,37,No,,5,2,medical,4,0,3,2,manufacturing_director,4,,6347.0,23177,7,No,16,3.0,3,2,8.0,2,2.0,6,0,4,1986,yes
879,23,No,,26,1,,3,0,3,1,research_scientist,4,,2904.0,16092,1,,12,3.0,3,2,,2,2.0,4,0,2,2000,no
880,42,No,travel_rarely,2,1,,3,0,3,1,human_resources,3,divorced,2696.0,24017,0,Yes,11,3.0,3,1,4.0,5,3.0,3,1,0,1981,no
881,30,No,,25,2,,4,1,3,2,sales_executive,3,,5304.0,6069,7,,12,3.0,2,1,4.0,2,4.0,2,2,2,1993,no
882,21,Yes,,31,1,,1,1,2,1,sales_representative,2,single,2174.0,9150,1,,11,3.0,3,0,3.0,3,3.0,3,1,2,2002,yes
883,57,No,travel_rarely,1,4,medical,4,0,3,2,healthcare_representative,3,,6755.0,2967,2,No,11,3.0,3,0,,2,3.0,3,1,2,1966,yes
884,21,No,,9,2,,1,0,3,1,sales_representative,4,single,2683.0,2851,1,,24,4.0,3,0,3.0,3,2.0,3,2,2,2002,yes
885,31,No,travel_rarely,9,4,life_sciences,3,0,2,1,research_scientist,2,,2657.0,7551,0,,16,3.0,4,0,3.0,5,3.0,2,2,2,1992,yes
886,29,No,,17,3,,17,0,3,1,research_scientist,4,,2683.0,18168,9,No,16,,4,0,6.0,4,3.0,3,1,2,1994,no
887,27,No,travel_rarely,1,2,,4,0,3,1,laboratory_technician,2,,2683.0,17881,1,No,11,3.0,2,1,5.0,2,3.0,5,0,4,1996,yes
888,49,No,travel_rarely,7,3,other,2,0,2,3,healthcare_representative,3,single,10965.0,12066,8,No,24,4.0,3,0,,2,3.0,5,0,0,1974,yes
889,36,No,travel_rarely,2,3,,4,1,3,1,research_scientist,3,married,2543.0,11868,4,No,13,3.0,2,1,,3,3.0,2,2,2,1987,yes
890,34,Yes,non-travel,19,3,marketing,1,0,4,2,sales_executive,4,,5304.0,4652,8,Yes,13,3.0,2,0,,3,2.0,5,0,4,1989,yes
891,24,No,,10,4,marketing,4,1,3,2,sales_executive,3,divorced,5304.0,5915,1,Yes,12,3.0,4,1,,2,4.0,5,0,3,1999,yes
892,42,No,,1,4,,2,1,3,1,laboratory_technician,1,,2683.0,20490,3,No,16,3.0,2,1,8.0,5,3.0,5,1,2,1981,yes
893,54,No,,5,2,medical,1,0,3,5,research_director,1,married,19406.0,8509,4,,11,3.0,3,1,24.0,4,2.0,4,1,2,1969,no
894,34,No,,4,4,,3,1,3,2,sales_executive,3,married,6538.0,12740,9,No,15,3.0,1,1,,3,3.0,3,1,2,1989,yes
895,43,No,,21,3,,4,0,3,1,laboratory_technician,4,,2258.0,15238,7,,20,4.0,1,1,,1,3.0,3,1,2,1980,yes
896,43,No,travel_rarely,8,4,other,3,1,3,2,healthcare_representative,3,,5304.0,2227,4,Yes,14,3.0,4,0,,3,3.0,5,0,2,1980,yes
897,31,No,travel_rarely,1,2,,4,0,2,1,laboratory_technician,1,married,2218.0,16193,1,No,12,3.0,3,1,4.0,3,,4,3,2,1992,no
898,25,Yes,travel_rarely,3,3,medical,1,0,3,1,laboratory_technician,1,married,2683.0,9396,5,No,13,3.0,3,1,6.0,5,,2,0,2,1998,yes
899,45,No,,10,2,life_sciences,1,0,3,1,research_scientist,4,married,2654.0,9655,3,No,21,,4,2,8.0,3,2.0,2,0,2,1978,yes
900,52,No,travel_rarely,4,2,life_sciences,4,1,3,4,manager,4,married,15341.0,10310,2,No,13,3.0,4,0,31.0,2,1.0,5,1,4,1971,no
901,34,Yes,travel_frequently,6,2,,4,1,1,1,sales_representative,3,,2683.0,12253,0,No,16,3.0,4,1,3.0,3,2.0,2,1,0,1989,yes
902,26,No,travel_rarely,23,3,life_sciences,1,1,3,1,research_scientist,4,divorced,2683.0,3032,1,No,22,4.0,2,2,,3,1.0,3,0,2,1997,yes
903,29,No,,3,4,,2,0,2,3,research_director,3,,11935.0,21526,1,No,18,3.0,3,0,,2,3.0,10,0,7,1994,yes
904,29,Yes,,25,5,technical_degree,3,1,2,1,research_scientist,2,married,2546.0,18300,5,No,16,3.0,2,0,6.0,2,4.0,2,1,1,1994,no
905,46,No,,2,3,life_sciences,1,0,3,4,research_director,3,married,17861.0,2288,6,No,13,3.0,3,0,,2,1.0,3,0,1,1977,no
906,46,No,,10,3,marketing,3,1,2,3,sales_executive,4,,10007.0,11563,2,,19,3.0,3,1,15.0,3,3.0,3,1,2,1977,no
907,30,No,travel_rarely,7,1,marketing,4,0,3,1,sales_representative,2,single,2683.0,18398,0,,14,3.0,1,0,,3,3.0,3,1,2,1993,yes
908,34,Yes,travel_frequently,23,3,,2,1,3,3,human_resources,1,divorced,10007.0,11533,9,Yes,15,3.0,3,3,,2,3.0,3,0,2,1989,no
909,42,No,,5,2,other,2,0,3,1,laboratory_technician,3,married,2683.0,9260,4,No,17,3.0,4,1,,4,,2,2,0,1981,yes
910,22,Yes,,25,1,technical_degree,3,0,2,1,laboratory_technician,3,single,3894.0,9129,5,No,16,3.0,3,0,4.0,3,3.0,2,1,2,2001,yes
911,29,No,travel_rarely,19,3,technical_degree,4,0,3,2,manufacturing_director,4,divorced,4262.0,22645,4,No,12,3.0,2,2,8.0,2,4.0,3,1,2,1994,yes
912,46,No,travel_frequently,18,1,medical,1,1,3,3,healthcare_representative,3,married,10527.0,8984,5,No,11,3.0,4,0,,3,2.0,2,1,2,1977,yes
913,32,Yes,,11,4,other,4,0,4,2,sales_executive,3,,5304.0,23914,8,,12,3.0,4,0,,2,3.0,4,1,2,1991,yes
914,24,No,,24,3,medical,4,0,3,1,sales_representative,4,,2400.0,5530,0,No,13,3.0,3,2,3.0,3,3.0,2,2,1,1999,no
915,35,No,travel_rarely,25,2,,1,0,2,2,laboratory_technician,4,single,3681.0,14004,4,No,14,3.0,4,0,,3,3.0,3,0,2,1988,no
916,42,No,,2,4,life_sciences,3,1,3,2,healthcare_representative,4,married,5304.0,5718,1,No,13,3.0,2,2,10.0,4,3.0,10,2,2,1981,yes
917,48,No,travel_rarely,1,4,,4,1,2,4,manager,1,married,15341.0,17997,7,No,11,3.0,1,1,21.0,3,1.0,3,0,2,1975,yes
918,44,No,travel_rarely,1,4,,1,1,2,2,human_resources,3,,5304.0,26894,4,No,11,,2,0,10.0,1,4.0,2,0,2,1979,yes
919,34,No,,14,3,,3,1,3,1,sales_representative,3,,2683.0,2912,1,Yes,18,3.0,4,2,8.0,3,3.0,8,0,6,1989,yes
920,21,No,,22,1,technical_degree,3,0,3,1,sales_representative,3,,3447.0,24444,1,,11,,3,0,,2,3.0,3,1,2,2002,yes
921,44,No,travel_rarely,3,4,,4,0,3,5,manager,4,,19513.0,9358,4,,12,3.0,1,1,26.0,2,4.0,2,0,1,1979,yes
922,22,No,travel_rarely,6,1,medical,1,0,3,1,research_scientist,3,married,2683.0,12145,0,,20,4.0,4,0,,3,3.0,2,2,2,2001,yes
923,26,No,travel_rarely,6,3,,3,1,3,1,laboratory_technician,4,,2659.0,17759,1,Yes,13,,3,1,,2,3.0,3,0,2,1997,no
924,36,No,,9,2,medical,2,0,2,2,manufacturing_director,2,,8847.0,13934,2,Yes,11,3.0,3,1,13.0,2,3.0,3,0,2,1987,yes
925,27,No,,3,4,medical,1,0,2,1,research_scientist,4,single,2045.0,15174,0,,13,3.0,4,0,5.0,0,3.0,4,1,1,1996,yes
926,23,No,travel_rarely,4,3,,1,0,4,1,research_scientist,1,,2683.0,8544,2,,16,3.0,1,1,5.0,3,4.0,3,0,2,2000,no
927,25,No,,8,3,life_sciences,4,0,4,2,sales_executive,2,,4851.0,15678,0,No,22,4.0,3,1,4.0,4,3.0,3,1,2,1998,no
928,48,No,,14,1,,14,0,4,2,sales_executive,2,married,8120.0,18597,3,,12,3.0,4,0,,3,3.0,2,2,2,1975,yes
929,24,Yes,travel_rarely,3,2,life_sciences,1,1,3,2,sales_executive,3,single,4577.0,24785,9,No,14,3.0,1,0,,3,3.0,2,2,0,1999,yes
930,60,No,travel_rarely,16,4,,1,0,3,2,sales_executive,1,single,5405.0,11924,8,No,14,3.0,4,0,10.0,1,3.0,2,2,2,1963,no
931,50,No,,8,4,marketing,4,0,3,1,sales_representative,2,married,2683.0,9983,7,No,15,3.0,4,1,4.0,2,3.0,2,2,2,1973,yes
932,44,No,non-travel,24,3,,1,0,1,1,laboratory_technician,3,single,3708.0,2104,2,,14,3.0,3,0,9.0,5,3.0,5,1,4,1979,no
933,47,No,travel_frequently,3,3,,4,1,3,4,sales_executive,3,divorced,13770.0,10225,9,Yes,12,3.0,4,2,28.0,2,2.0,22,11,13,1976,yes
934,42,Yes,,19,3,,3,0,4,1,research_scientist,3,divorced,2683.0,20366,6,,12,3.0,4,0,,2,3.0,2,2,2,1981,yes
935,43,No,travel_frequently,15,3,life_sciences,4,0,2,2,sales_executive,4,married,5304.0,23683,3,,18,,3,1,7.0,5,3.0,2,2,2,1980,yes
936,40,No,,2,1,,4,1,2,1,research_scientist,4,single,2683.0,22929,0,,20,4.0,4,0,5.0,2,2.0,4,2,3,1983,no
937,29,No,,10,3,,4,0,3,1,sales_representative,2,,2297.0,17967,1,No,14,3.0,4,2,,2,3.0,2,2,2,1994,no
938,53,No,,6,3,,4,0,3,2,laboratory_technician,4,single,2450.0,10919,2,,17,3.0,4,0,19.0,4,3.0,2,2,2,1970,no
939,23,No,travel_rarely,12,1,medical,1,0,4,1,research_scientist,3,single,2683.0,19630,1,,18,3.0,4,0,,3,3.0,2,0,2,2000,no
940,55,Yes,,2,3,medical,4,0,3,5,manager,1,,19132.0,21199,5,Yes,13,3.0,4,1,24.0,2,3.0,5,1,4,1968,no
941,26,No,travel_frequently,1,2,life_sciences,1,1,1,1,laboratory_technician,4,,2683.0,5288,3,No,14,3.0,1,1,,2,3.0,2,2,0,1997,yes
942,34,No,travel_rarely,1,4,,2,1,4,1,research_scientist,4,single,2683.0,13551,2,No,16,3.0,3,0,,2,3.0,4,1,3,1989,no
943,27,No,,8,1,marketing,3,0,3,2,sales_executive,4,married,4342.0,24008,0,,19,3.0,2,1,5.0,3,3.0,4,1,1,1996,yes
944,35,No,travel_rarely,8,4,,1,1,3,1,sales_representative,4,,2572.0,20317,1,No,16,3.0,2,1,3.0,1,2.0,3,0,2,1988,yes
945,30,No,travel_rarely,18,3,,4,0,1,1,laboratory_technician,3,married,2683.0,24375,3,No,21,,3,2,7.0,2,3.0,2,0,2,1993,yes
946,34,No,,8,2,,3,1,3,2,sales_executive,1,,6500.0,13305,5,No,17,3.0,2,1,,1,3.0,3,1,2,1989,yes
947,52,No,travel_rarely,25,4,life_sciences,25,1,3,2,laboratory_technician,3,,3149.0,21821,8,,20,4.0,2,1,9.0,3,3.0,5,1,4,1971,yes
948,33,Yes,travel_rarely,16,3,marketing,1,1,3,2,sales_executive,1,single,5324.0,26507,5,,15,3.0,3,0,,3,3.0,3,0,2,1990,no
949,35,No,travel_rarely,20,4,,20,1,4,1,research_scientist,3,single,2683.0,13301,3,No,13,3.0,3,0,7.0,0,3.0,2,2,2,1988,no
950,28,Yes,,2,4,,3,0,3,1,research_scientist,3,single,4382.0,16374,6,No,17,3.0,4,0,5.0,3,2.0,2,2,1,1995,yes
951,36,No,travel_rarely,13,3,human_resources,3,0,3,1,human_resources,2,married,2683.0,25527,4,,13,3.0,2,1,,2,3.0,5,0,4,1987,yes
952,34,No,travel_frequently,16,4,,3,1,2,1,research_scientist,4,single,2553.0,8306,1,No,16,3.0,3,0,6.0,3,3.0,5,1,3,1989,yes
953,34,No,,3,2,,3,0,3,1,human_resources,4,,2683.0,2243,0,,19,3.0,3,1,4.0,1,1.0,3,0,2,1989,no
